gene,importance,group,scores,logfoldchange,pvals,adj_p_value,pct_nz_group,pct_nz_reference,combined_score
PTPRC,0.0014629958764986407,AKI,18.395111,1.0906513,1.4376801283304343e-75,1.010390614294661e-73,0.22332717005646893,0.12722303343442284,0.11647297386515677
C8orf4,0.0014461727993851134,AKI,-11.900866,-2.604681,1.1712619169598228e-32,2.458314302830784e-31,0.018040077957123583,0.08188251151297316,0.11529992353874972
GSTA2,0.0029951500218052783,AKI,-10.389415,-1.6233639,2.770468872484943e-25,4.257933031736123e-24,0.03677977112588077,0.09240330974577858,0.11363393664174062
LCP1,0.0013514617141064322,AKI,17.602365,1.257013,2.362441117693789e-69,1.446295292988129e-67,0.18484833341662085,0.09221610693024823,0.11354768257025752
A2M,0.0013161283383794247,Ref,16.683111,1.4177706,1.7391925427638033e-62,1.8096820779775871e-60,0.2508372994888066,0.11596462591663215,0.111477408100803
VEGFA,0.0019372858697626182,Ref,17.588114,0.8607817,3.038269109516993e-69,3.823414977262688e-67,0.33439097479287855,0.18137744536750555,0.11075659429394837
SOD3,0.0025100129810175223,CKD,14.923417,0.91605395,2.3207839288672623e-50,1.679118534480449e-48,0.2716295873740255,0.19899548356953745,0.10984921956823586
PLAT,0.0010276887567131528,Ref,14.796018,2.219167,1.5541675330720589e-49,1.1001339265955027e-47,0.16869381279746165,0.049284966014568665,0.10709428827079923
FLT1,0.0011745691197882248,Ref,14.34969,2.0453186,1.0701448512388002e-46,6.88047061887095e-45,0.16358187907632646,0.04662947353034327,0.10609429614469998
HLA-DRB1,0.00417405824774877,AKI,15.031221,0.51372683,4.5847323754612843e-51,1.7533326527299798e-49,0.501823996801759,0.4480512186903291,0.10454903544550179
ATP6V1G3,0.001974817402300119,Ref,12.630383,1.5203363,1.4357825221953057e-36,6.14527440858796e-35,0.17821258593336858,0.0770092820425366,0.10271602262592666
EPAS1,0.001915787824802434,AKI,-14.666293,-1.1506102,1.0597799869978148e-48,3.764456125105507e-47,0.1088901104392584,0.18443221386049646,0.10233424148613623
HSD11B2,0.004036909134521858,Ref,13.375893,0.6594195,8.36434868045722e-41,4.217550951942188e-39,0.39591045302309186,0.28596486953979583,0.10215472295540592
ITGB6,0.003723684861461698,AKI,11.795736,0.9109664,4.10592921712583e-32,8.4314712452374e-31,0.22402678526810255,0.17361189112284248,0.10201590041789262
IFI27,0.0018171309463412902,AKI,-15.623074,-1.057731,5.070143350338111e-55,2.1795695071154207e-53,0.1240317825196142,0.20468755850087986,0.10121753632568123
SPRY1,0.0016163692433916901,AKI,-16.675495,-1.0427486,1.975650132927442e-62,1.0260488441678022e-60,0.09959522262755484,0.18944924931670973,0.1011091797190983
TMEM52B,0.001962891135473067,Ref,15.181879,1.0384668,4.662308423944156e-52,3.641670985673304e-50,0.27110876079675655,0.14534557945769483,0.10077571106487342
IGFBP2,0.002389246389874686,CKD,17.277018,0.6570768,7.008032756868679e-67,6.995442053949559e-65,0.3147461494580719,0.22465348076623579,0.10071839967667744
KRT19,0.003116066725385419,AKI,-16.600025,-0.5396907,6.966269678316681e-62,3.5862892170872605e-60,0.27549847583828896,0.36766632970159874,0.09996997519681243
TMEM88,0.0012340744222717295,Ref,13.726117,1.9717546,7.082921385217777e-43,3.9803585120325933e-41,0.15441565309360128,0.04180573488927327,0.09830518040787255
CYR61,0.001461762180664733,Ref,15.052394,1.3834406,3.329643579249689e-51,2.540104002025015e-49,0.22686409307244845,0.1045874241722903,0.0982720817852968
MGP,0.002606884203450567,AKI,-14.966446,-0.7710133,1.2165093591961218e-50,4.580888887499769e-49,0.13562540602668532,0.21767943389868583,0.09715870874744001
AQP3,0.0023609362944546665,CKD,14.974738,0.8422678,1.0739022598239903e-50,7.82752471411808e-49,0.2398269633010078,0.16387634324871517,0.09566148308637916
GSTA1,0.0027491152951686095,Ref,10.995375,1.3317525,4.0224136559533854e-28,1.1669755165207818e-26,0.1907280098713203,0.10495285891782591,0.09494415058943012
SERPINA5,0.0020059620992669085,AKI,-15.175511,-0.9387993,5.1375700866206865e-52,2.0091105755739623e-50,0.10993953325670881,0.19109663409337677,0.09358917732660972
RAC2,0.0011702982730722614,AKI,16.75647,1.3151666,5.079076339602132e-63,2.6565463760615273e-61,0.17640297836190094,0.08899621850312629,0.09323428602475947
TMEM52B,0.001962891135473067,AKI,-14.99158,-0.97349256,8.334709538479046e-51,3.158715466918822e-49,0.11518664734396082,0.19465348758845333,0.09267764156533542
PPAP2B,0.0008413230401988125,Ref,14.471755,2.415635,1.8274930949896639e-47,1.209575421892888e-45,0.15512074739996476,0.037444880259215045,0.09128688893717839
CDKN1C,0.0018141475922297742,AKI,-18.763254,-0.6361839,1.5087297653772452e-78,1.1247484911661705e-76,0.17470391284793363,0.2819274401887004,0.08765507101761393
IER3,0.0057559746845783286,AKI,-12.6019335,-0.43837294,2.0603222822808755e-36,5.001674381395296e-35,0.3054819849083004,0.37200943502190276,0.08655017160178505
HCST,0.0018869623660282375,CKD,-15.037455,-0.92335004,4.172901189018421e-51,3.0951995292953514e-49,0.13738353299106293,0.21460831646161035,0.08451907170363497
C11orf96,0.001010031493258674,Ref,12.394845,2.5098224,2.7868252653974876e-35,1.1366155621905792e-33,0.1360832011281509,0.03617803980802495,0.08351400749761483
CA4,0.001338283779080706,AKI,-15.069641,-1.2633646,2.5650124438460888e-51,9.873453782213828e-50,0.07166058667732747,0.15253285409412556,0.08285562547810724
CLCNKA,0.0016524656592804042,AKI,-15.009872,-1.000827,6.326935719539261e-51,2.4102105579983523e-49,0.08675228624256659,0.1687446179190535,0.0804059216885307
SERPINA5,0.0020059620992669085,Ref,13.443017,1.0337503,3.3835519828408005e-41,1.732790525890662e-39,0.2508372994888066,0.14327478256632642,0.08037781351424886
C3,0.0016504644931334457,Ref,-10.39061,-2.0845447,2.7359825953719403e-25,6.862562136790249e-24,0.029613960867265997,0.11433235071990645,0.07969330321465189
SPARC,0.0014332718068055853,Ref,14.874019,1.1596154,4.860619247063417e-50,3.551629155540359e-48,0.28362418473470824,0.1721684897800083,0.07886327974202789
SRGN,0.0028211025306963547,CKD,-13.754844,-0.6888446,4.763102320693567e-43,2.8624300823972136e-41,0.1661912911199848,0.23695686030213362,0.07878777996460426
HYAL2,0.0012709369450669052,Ref,15.591468,1.1823441,8.319935494009495e-55,7.122009898026094e-53,0.3030142781597039,0.1815967062148269,0.07836110000292808
AQP2,0.002044793230657865,CKD,13.788844,0.92899024,2.9748945229604548e-43,1.7988032652487993e-41,0.18316219813652787,0.10890048279084255,0.07739894634572649
MUC20,0.0010551719410252921,CKD,13.648708,1.8357248,2.054893211694022e-42,1.2053872590588421e-40,0.11508841985168283,0.043139697866375955,0.0773230706584951
MYL9,0.0013930758593645334,Ref,15.289337,1.0861586,9.006255831948002e-53,7.265951109133501e-51,0.3003701745108408,0.17589592418447145,0.07586494712174369
HLA-DRA,0.0041294270940006065,AKI,13.284175,0.48206058,2.8599192434681492e-40,7.81950250347322e-39,0.4860326820248863,0.4400763787487364,0.07585673425930807
APOE,0.003614101003530076,AKI,-13.445362,-0.5365038,3.277966522329219e-41,9.299256279675194e-40,0.28884113737444406,0.35343891572129243,0.07568135504452041
GPR116,0.0007894741522467891,AKI,-12.060078,-3.0495884,1.716209641826548e-33,3.713242125118763e-32,0.01029433811403728,0.07533041296941106,0.07567055840536659
LIFR,0.001580440353056853,AKI,-16.29505,-0.835641,1.0701616771763712e-59,5.191606409853806e-58,0.12782969366848235,0.21670597925792803,0.07565480103900224
HSPA1A,0.005146451653527992,CKD,14.951953,0.2976421,1.5124739934910384e-50,1.099699300897052e-48,0.5165430690245294,0.429333437159321,0.07346321197390156
HLA-DQA2,0.0022578027332598918,AKI,-8.162632,-2.2354848,3.2780300356921776e-16,3.201597030216503e-15,0.0126930188396382,0.05675989366880078,0.0731585276895866
SOD2,0.004168509506544328,AKI,11.94901,0.5620382,6.57035821980286e-33,1.3869343261543714e-31,0.4434061266303533,0.44752705080684413,0.0722958895094436
TRBC2,0.0010264563897678645,AKI,13.629201,1.7529336,2.6850324672170666e-42,7.914529635849946e-41,0.1106891209834591,0.037403122542963047,0.07215516136875588
CLDN10,0.002065458904800606,CKD,15.056673,0.71788615,3.1210440702598705e-51,2.320843048912687e-49,0.28237307472903594,0.20787260551315995,0.07211328619314478
FTL,0.006203422358769768,CKD,-13.898667,-0.2765039,6.453173310171515e-44,3.9588873846795957e-42,0.9634436204601635,0.9600529512536988,0.07101635802038346
TMSB4X,0.007872982966950128,Ref,-10.339303,-0.39165857,4.67928090498021e-25,1.1579057546970777e-23,0.799400669839591,0.8481253197554024,0.07072465184166006
STC1,0.0014791909881431869,AKI,-13.457147,-1.220731,2.7950397595993325e-41,7.952225681248458e-40,0.07176053170756085,0.1437717623273054,0.07060176561953274
TGFBR2,0.0013917562070626655,Ref,15.027069,1.0403918,4.881274245793976e-51,3.695086959277512e-49,0.3220518244315177,0.20415621117255828,0.07012871123918439
EMCN,0.0007868807609238802,Ref,14.129683,2.0578384,2.4926515487036994e-45,1.5291897948891218e-43,0.1753922087079147,0.06304967476307648,0.0693300660934326
UACA,0.001201976328043652,AKI,-17.236223,-0.8997956,1.4201894360195813e-66,8.104712853191592e-65,0.12228274449053021,0.21573252461717024,0.06931681535554811
APOE,0.003614101003530076,Ref,11.29371,0.69680816,1.4095864247165346e-29,4.411061790502422e-28,0.394323990833774,0.3162959534192511,0.06889020630748484
PHLDA2,0.0014131987942066755,Ref,12.27376,1.49518,1.2529686841353145e-34,4.91293859410554e-33,0.18649744403313942,0.08894681706336638,0.06826776244551495
HCST,0.0018869623660282375,Ref,-11.526965,-1.2587929,9.648482816736032e-31,3.146388410901727e-29,0.099594570773841,0.19092747338416938,0.06770109775022248
MUC20,0.0010551719410252921,AKI,-13.125278,-1.7214845,2.3591402429107358e-39,6.298241408249541e-38,0.03508070561191345,0.10584447190085738,0.06757381140789802
NKG7,0.0008523536435316659,AKI,12.943805,2.182511,2.5469515835266537e-38,6.578954673693805e-37,0.10174404077757233,0.033134898348871164,0.06730804361089127
CD3D,0.0010092175471492118,AKI,13.777523,1.6115644,3.4800770136480062e-43,1.049977744066525e-41,0.12378191994403079,0.051031487513572206,0.06664873410581629
NNMT,0.0013675147367016765,AKI,13.568475,1.2198325,6.159008763569415e-42,1.797466115568172e-40,0.15951226825246115,0.08929574300797484,0.06630074950704992
CDKN1C,0.0018141475922297742,Ref,15.137153,0.74241424,9.211635367421459e-52,7.119554505628863e-50,0.3488454080733298,0.2204058761907082,0.06619432471395853
CTGF,0.001071304098138274,Ref,13.853723,1.4712771,1.207871047510011e-43,7.001609987406947e-42,0.1907280098713203,0.07722854288985796,0.0648675901899714
ITGB2,0.000953699057588683,AKI,15.459434,1.2979276,6.516922834710455e-54,2.710506027029926e-52,0.1656588876118135,0.08581377063911041,0.06383123823424765
KLK1,0.0010250595764849464,Ref,9.653579,3.0973098,4.74694773491867e-22,9.963176760523883e-21,0.09871320289088666,0.020318171851779667,0.06350362876254109
PTPRB,0.00077464695981442,Ref,14.038583,1.9107914,9.050492410232661e-45,5.405879310428422e-43,0.1701040014101886,0.05673983482349502,0.06256333558626707
GDF15,0.002323151996581635,Ref,12.228423,0.83185613,2.1915125306630294e-34,8.491245985583451e-33,0.32152300370174514,0.23056496211659805,0.0619781681841929
C19orf10,0.002946051764964509,Ref,10.38461,0.90771246,2.9135673571301256e-25,7.298654657743344e-24,0.16816499206768906,0.07961604989402392,0.061871573225371124
PALM2-AKAP2,0.000794155684610156,CKD,10.164381,3.5018322,2.8593211094176173e-24,9.014821060922974e-23,0.06061038220193953,0.006073820277215387,0.06130726395193467
EGF,0.0017589201239265764,Ref,10.182759,1.5616218,2.3675084902538815e-24,5.631342690832475e-23,0.14190022915564957,0.05985821131873219,0.06111390673817396
MDK,0.0014495683720377407,Ref,-11.74245,-1.4226547,7.721703243150676e-32,2.6408942555291283e-30,0.10259122157588578,0.1922186761517285,0.060997309973364326
PPAP2B,0.0008413230401988125,AKI,-11.402577,-2.5644476,4.0591854185115795e-30,7.716645127108488e-29,0.01664084753385638,0.07802613351304803,0.0606536850117264
VEGFA,0.0019372858697626182,AKI,-15.19382,-0.61473334,3.885975628717607e-52,1.527774690772328e-50,0.1509169956523912,0.23669923995656894,0.05932651165425579
HPD,0.0018188053325584744,Ref,10.996683,1.2339981,3.964483825452452e-28,1.1524398342359166e-26,0.17680239732064162,0.08785051282675957,0.058216162395496304
RBP7,0.0008490574217842711,Ref,15.570279,1.3120123,1.1589961916993283e-54,9.863861519355526e-53,0.20165697161995416,0.07164957244134772,0.05793326877753936
IFI30,0.0010240688588279525,CKD,13.224102,1.4864001,6.369323782082712e-40,3.4732866187220297e-38,0.11589655828104202,0.045125369880080986,0.057019588681828895
S100A2,0.0025297729891504066,CKD,16.277071,0.3914824,1.4357977768225934e-59,1.2545975410710656e-57,0.38690815744438106,0.2916601775424389,0.056353058108809785
RAMP2,0.0009456873882490381,Ref,13.551434,1.5106341,7.76978254063577e-42,4.092965768767469e-40,0.20800282037722545,0.10139596072794602,0.056269153280945845
SPINK1,0.0010229395960965532,AKI,-11.341286,-1.9762878,8.193143814814443e-30,1.5406354145264426e-28,0.026735295587426915,0.08772323935751994,0.05622598802222894
NR4A2,0.0013885094439499018,Ref,11.1979885,1.50368,4.170956329948955e-29,1.2727684046425582e-27,0.12797461660497092,0.034594489244037324,0.056153890926960257
LTB,0.0015404346089955981,AKI,12.076365,1.146507,1.4080764874658432e-33,3.0623063756578054e-32,0.15236619859077508,0.08993223258077801,0.05565739142867706
RGCC,0.0029017513905811804,AKI,-9.612564,-0.95663226,7.076435808756294e-22,9.171646358294304e-21,0.06831242816450953,0.11992212362873937,0.05562242248691491
CD37,0.0010967568540146422,AKI,15.001535,1.0340027,7.174081919721525e-51,2.722360699613914e-49,0.1815001749038029,0.1023250589688869,0.05507517588995548
LTB,0.0015404346089955981,Ref,-9.360115,-1.8858144,7.964970431678396e-21,1.5657175187024948e-19,0.05129561078794289,0.1257095524642483,0.05462886505989847
SNCG,0.0009520164025534183,Ref,13.1309595,1.5468268,2.1886587711518594e-39,1.0530953404266143e-37,0.1752159351313238,0.06823884814968208,0.05445328132970271
SPP1,0.012166476821276202,CKD,-7.4554973,-0.3741825,8.952962947864443e-14,1.612464219729445e-12,0.5059421943335235,0.502491823703473,0.053685196449337384
HPGD,0.0013155227721425228,AKI,-12.929306,-1.1055299,3.0758098684100085e-38,7.931118493438662e-37,0.05896756783768927,0.1293571455314688,0.05250299445695571
EGFL7,0.0011121352078960315,AKI,-14.681563,-1.0069607,8.461619042099754e-49,3.020233890093472e-47,0.0972465144170706,0.17593320603541876,0.05209660946163573
PAPPA2,0.0014328032177352637,CKD,11.817929,1.2086294,3.1536121032632027e-32,1.3478144499969742e-30,0.1382867465297585,0.07712973057156206,0.05172735740577953
PPAP2A,0.0007535949104932733,AKI,-10.85714,-2.688348,1.8443611412938544e-27,3.142992044425934e-26,0.013042826445455,0.07154891609569808,0.051666480313868876
FOSB,0.0032933278766988806,AKI,-12.626796,-0.44791555,1.5027307289592776e-36,3.669229832144598e-35,0.1779521263305182,0.2513010595679359,0.05079682435380812
SPARCL1,0.0011352436151128998,AKI,-13.058804,-1.1900332,5.6610558387151155e-39,1.49106539608805e-37,0.0588676228074559,0.1297315511625295,0.04975178065567903
EGFL7,0.0011121352078960315,Ref,13.427502,1.1545144,4.172542794838196e-41,2.1294431140312023e-39,0.23638286620835536,0.12921772602139012,0.049653583995071145
CD52,0.001503223464578994,CKD,-13.108279,-0.88945603,2.9522233661983895e-39,1.5922000268213183e-37,0.10624643468339988,0.1761407880392462,0.049200812515911775
SLC26A7,0.0013989487540046817,CKD,12.177999,1.105168,4.071501035300913e-34,1.8704132759205302e-32,0.13952272295113138,0.07502725432175673,0.04905391257027256
ETS2,0.00224540042777231,AKI,-12.216496,-0.6751583,2.537887616975239e-34,5.6788128158867675e-33,0.1257808205486982,0.1920326481710285,0.048884570852123166
CXCL14,0.002389315876394482,Ref,-11.898079,-0.67035204,1.2110280778159804e-32,4.29652335029484e-31,0.26441036488630354,0.35488586254781107,0.048638113181150786
MEIS2,0.0008457945885327633,Ref,13.412724,1.485158,5.09331432251276e-41,2.581460014716579e-39,0.1731006522122334,0.061880283577362534,0.048472044261632104
RAMP2,0.0009456873882490381,AKI,-13.70631,-1.2232306,9.307244286099186e-43,2.782440837489977e-41,0.07246014691919445,0.145718671608821,0.04691443466972771
7SK.2,0.001970633330834943,AKI,-5.2035832,-3.9815416,1.9548218675268628e-07,1.0593235099938079e-06,0.0018989555744340612,0.029989891047961362,0.046880573456098626
S100A2,0.0025297729891504066,AKI,-15.141856,-0.3678329,8.575798689208421e-52,3.3359517041099126e-50,0.2819949028034581,0.3739189037403123,0.04603981300119287
TRDC,0.000836881018591315,AKI,8.013962,3.9350812,1.1107116553781444e-15,1.0530304609117907e-14,0.04702413672480136,0.00381893743681905,0.046030824822699
MT1M,0.003988690169288935,AKI,-9.771432,-0.5573722,1.493268951229275e-22,1.9960186476100075e-21,0.1085902753485583,0.16189299487064285,0.04601956490683849
SLPI,0.0025691454111347765,AKI,10.546559,0.74332035,5.269134685964984e-26,8.36894331702324e-25,0.20348808155514467,0.15062338537571604,0.04598042908924452
IGFBP6,0.0015523594477073754,CKD,11.849181,0.9647849,2.1730267222083794e-32,9.368831316086406e-31,0.18154592127780947,0.12221616570627628,0.04497319612547916
ADGRF5,0.00103189274010995,Ref,12.332263,1.3258584,6.071732810329737e-35,2.432575728786119e-33,0.18297197250132205,0.08258825249104684,0.04462054491000448
HSPG2,0.001408861806469338,AKI,-15.449641,-0.61412466,7.586402362007085e-54,3.150871514161109e-52,0.1737544350607166,0.2586019693736194,0.04456002154072582
STC1,0.0014791909881431869,CKD,12.056172,0.9651192,1.7995265500745566e-33,8.041071065257279e-32,0.14831717056474614,0.083943311010746,0.0443906369993026
AZGP1,0.0015296607065096294,Ref,10.636749,1.1943097,2.0102081542273203e-26,5.318472553237368e-25,0.15353428521064694,0.06563208029819476,0.04434628404411584
ENG,0.0007462150280380013,Ref,14.307416,1.3394939,1.9668705785611283e-46,1.250938184166081e-44,0.2162876784769963,0.10025093185860112,0.0438830279399766
DDIT4,0.0037309395271669264,CKD,-8.848126,-0.7030034,8.900090107557185e-19,2.1695443162022886e-17,0.13144133865753946,0.1747002024606759,0.04370642572464649
CRHBP,0.0006415299484328284,Ref,11.284194,2.4804225,1.5707520270375352e-29,4.90497719407999e-28,0.11863211704565485,0.026847272638682487,0.04345644216855865
DCXR,0.004455107866555275,AKI,-12.5209875,-0.28436816,5.731783288252875e-36,1.365564906870408e-34,0.42091849482784466,0.4982215732524617,0.042902861738858974
SPARCL1,0.0011352436151128998,Ref,11.548667,1.2933205,7.497460012685256e-31,2.4612899107418364e-29,0.18138551031200423,0.08804541135771189,0.04200446412883906
PODXL,0.0008287019877407049,Ref,12.383743,1.5384016,3.200608858257244e-35,1.2981863505385821e-33,0.17169046359950643,0.071211050746705,0.04192643268538311
