gene,importance
TMEM52B,0.001962891135473067
SH3BP5,0.0019533162995481025
VEGFA,0.0019372858697626182
SLC7A8,0.0019308777237180925
EPAS1,0.001915787824802434
HCST,0.0018869623660282375
CDH6,0.0018655068010024786
SLC9A3R2,0.0018389911635199737
HPD,0.0018188053325584744
IFI27,0.0018171309463412902
CDKN1C,0.0018141475922297742
NUPR1,0.0017982179369954584
ASS1,0.0017785973485667055
EGF,0.0017589201239265764
SERPINA1,0.001756842977924195
G0S2,0.001756551525041069
FABP1,0.0017347574500847888
KCTD12,0.0017063604235063312
FAM24B,0.001704282536677093
RIDA,0.001658961961915758
CLCNKA,0.0016524656592804042
C3,0.0016504644931334457
ISG15,0.001632069143026535
TCIM,0.0016249202978520776
ADM,0.0016241117500460543
SPRY1,0.0016163692433916901
CCND2,0.0015953512032447954
HLA-DQB1,0.0015903832314509694
LIFR,0.001580440353056853
IGFBP6,0.0015523594477073754
LTB,0.0015404346089955981
AZGP1,0.0015296607065096294
FTCD,0.0015182360654509238
IGFBP4,0.0015170632214548613
CD52,0.001503223464578994
STC1,0.0014791909881431869
IFI44L,0.0014770019126833425
PTPRC,0.0014629958764986407
CYR61,0.001461762180664733
MDK,0.0014495683720377407
C8orf4,0.0014461727993851134
PLIN2,0.0014354704058101274
SPARC,0.0014332718068055853
PAPPA2,0.0014328032177352637
PHLDA2,0.0014131987942066755
HSPG2,0.001408861806469338
SLC26A7,0.0013989487540046817
MYL9,0.0013930758593645334
TGFBR2,0.0013917562070626655
NR4A2,0.0013885094439499018
NNMT,0.0013675147367016765
CYTIP,0.0013515933451153392
LCP1,0.0013514617141064322
PCP4,0.001344603064155716
CA4,0.001338283779080706
TMEM204,0.00131927038098092
NAT8,0.0013167998166099114
A2M,0.0013161283383794247
HPGD,0.0013155227721425228
FAM151A,0.0013152697411269515
TSPAN8,0.0013147546704800272
BHMT,0.001313378978843989
CALD1,0.0013050215697978896
ITM2A,0.0013037969334577795
SFRP1,0.0013033194316074783
VWA1,0.0012967132758341761
SOCS3,0.0012914630965918212
CTSS,0.0012839971724423332
AKAP12,0.0012806898119329768
HYAL2,0.0012709369450669052
RGS2,0.0012700326448131236
ATP13A3,0.0012410358672323082
ETS1,0.0012396844490768356
TMEM88,0.0012340744222717295
RRAD,0.0012259223062890314
GPNMB,0.0012203269167521949
UACA,0.001201976328043652
KHK,0.001197173192937919
LBH,0.0011874581707692197
SLC8A1,0.001175104190120032
FLT1,0.0011745691197882248
RAC2,0.0011702982730722614
CSRP2,0.001166593591105006
PTGER1,0.0011633260965245899
ALB,0.001162234157548729
IFITM1,0.0011569966641614775
AQP1,0.0011521015262268772
SPARCL1,0.0011352436151128998
PLPP3,0.0011247020927959
IGFBP3,0.0011180906788843185
